Location,Cleaned Location,Latitude,Longitude
"N CRAMER ST / E PARK PL,MKE","N CRAMER ST & E PARK PL, MILWAUKEE, WI",43.067386,-87.886721
"4475 N 68TH ST,MKE","4475 N 68TH ST, MILWAUKEE, WI",43.098874,-87.997192
MARSHALL HIGH,"MARSHALL HIGH, MILWAUKEE, WI",43.172062,-88.295288
"1404 S 11TH ST,MKE","1404 S 11TH ST, MILWAUKEE, WI",43.01686,-87.924978
"5846 N 73RD ST,MKE","5846 N 73RD ST, MILWAUKEE, WI",43.124224,-88.001739
"3301 S 55TH ST,MKE","3301 S 55TH ST, MILWAUKEE, WI",42.983774,-87.983047
"2215 N TEUTONIA AV,MKE","2215 N TEUTONIA AV, MILWAUKEE, WI",43.05940800000001,-87.927801
"6700 N 80TH ST,MKE","6700 N 80TH ST, MILWAUKEE, WI",43.139571,-88.009169
"2131 S 30TH ST,MKE","2131 S 30TH ST, MILWAUKEE, WI",43.005993,-87.951965
"10700 W CAPITOL DR,MKE","10700 W CAPITOL DR, MILWAUKEE, WI",43.090019,-88.04539399999999
"4153 N 63RD ST,MKE","4153 N 63RD ST, MILWAUKEE, WI",43.093009,-87.990988
"3070 S 43RD ST,MKE","3070 S 43RD ST, MILWAUKEE, WI",42.98877,-87.967729
2525 N 10TH ST,"2525 N 10TH ST, MILWAUKEE, WI",43.0646,-87.92440400000002
4028 N 64,"4028 N 64, MILWAUKEE, WI",43.060764,-87.963792
"2350 W BECHER ST,MKE","2350 W BECHER ST, MILWAUKEE, WI",43.006934,-87.943073
"1500 W WELLS ST,MKE","1500 W WELLS ST, MILWAUKEE, WI",43.040089,-87.931536
"N PLANKINTON AV / W WISCONSIN AV,MKE","N PLANKINTAV & W WISCONSIN AV, MILWAUKEE, WI",43.038711,-87.91125100000002
"5263 N 68TH ST,MKE","5263 N 68TH ST, MILWAUKEE, WI",43.113309,-87.99622
"2851 N 78TH ST,MKE","2851 N 78TH ST, MILWAUKEE, WI",43.070952,-88.01015699999998
"3179 S 27TH ST,MKE","3179 S 27TH ST, MILWAUKEE, WI",42.98677100000001,-87.948581
"3823 W FAIRMOUNT AV,MKE","3823 W FAIRMOUNT AV, MILWAUKEE, WI",43.108009,-87.960881
5188 N SHERMAN BLVD,"5188 N SHERMAN BLVDD, MILWAUKEE, WI",43.111756,-87.96584
"4400 W ARTHUR CT,MKE","4400 W ARTHUR CT, MILWAUKEE, WI",42.999192,-87.968807
"5972 N 63RD ST,MKE","5972 N 63RD ST, MILWAUKEE, WI",43.126421,-87.98899300000002
"2210 W BECHER ST,MKE","2210 W BECHER ST, MILWAUKEE, WI",43.007109,-87.941039
"2100 W OKLAHOMA AV,MKE","2100 W OKLAHOMA AV, MILWAUKEE, WI",42.990795,-87.941488
"2308 W BURNHAM ST,MKE","2308 W BURNHAM ST, MILWAUKEE, WI",43.010593,-87.9426
"1913 W HAMPTON AV,MKE","1913 W HAMPTAV, MILWAUKEE, WI",43.011264,-87.958409
"6700 W VILLARD AV,MKE","6700 W VILLARD AV, MILWAUKEE, WI",43.111992,-87.99484100000002
ACADEMY,"ACADEMY, MILWAUKEE, WI",43.011264,-87.958409
"5626 N 68TH ST,MKE","5626 N 68TH ST, MILWAUKEE, WI",43.120184,-87.995554
"9100 W SWAN CR,MKE","9100 W SWAN CR, MILWAUKEE, WI",43.121147,-88.025827
"3904 W WALNUT ST,MKE","3904 W WALNUT ST, MILWAUKEE, WI",43.052636,-87.962372
"5832 W STACK DR,MKE","5832 W STACK DR, MILWAUKEE, WI",42.992189,-87.986897
"2909 W BURLEIGH ST,MKE","2909 W BURLEIGH ST, MILWAUKEE, WI",43.075074,-87.949849
"1909 W HAMPTON AV,MKE","1909 W HAMPTAV, MILWAUKEE, WI",43.011264,-87.958409
"6215 W BRADLEY RD,MKE","6215 W BRADLEY RD, MILWAUKEE, WI",43.162708,-87.987658
"5323 N 27TH ST,MKE","5323 N 27TH ST, MILWAUKEE, WI",43.114232,-87.946725
"543 S 74TH ST,MKE","543 S 74TH ST, MILWAUKEE, WI",43.02629,-88.005044
"830 W SOMERS ST,MKE","830 W SOMERS ST, MILWAUKEE, WI",43.050575,-87.921401
"5401 S HOWELL AV,MKE","5401 S HOWELL AV, MILWAUKEE, WI",42.944671,-87.909725
"2348 S 14TH ST,MKE","2348 S 14TH ST, MILWAUKEE, WI",43.001759,-87.92940300000002
"5135 W VILLARD AV,MKE","5135 W VILLARD AV, MILWAUKEE, WI",43.111702,-87.977191
"3419 S ILLINOIS AV,MKE","3419 S ILLINOIS AV, MILWAUKEE, WI",42.982197,-87.875152
"913 S 22ND ST,MKE","913 S 22ND ST, MILWAUKEE, WI",43.021407,-87.941161
"1006 W PIERCE ST,MKE","1006 W PIERCE ST, MILWAUKEE, WI",43.02441,-87.92425
"1101 W LINCOLN AV,MKE","1101 W LINCOLN AV, MILWAUKEE, WI",43.002579,-87.926133
"600 N 5TH ST,MKE","600 N 5TH ST, MILWAUKEE, WI",43.037266,-87.917461
"5353 N 47TH ST,MKE","5353 N 47TH ST, MILWAUKEE, WI",43.114954,-87.971592
"220 W EDGERTON AV,MKE","220 W EDGERTAV, MILWAUKEE, WI",43.011264,-87.958409
"2408 W KILBOURN AV,MKE","2408 W KILBOURN AV, MILWAUKEE, WI",43.041784,-87.94319399999998
"2620 N 48TH ST,MKE","2620 N 48TH ST, MILWAUKEE, WI",43.066604,-87.97327299999998
"N 91ST ST / W BRADLEY RD,MKE","N 91ST ST & W BRADLEY RD, MILWAUKEE, WI",43.163169,-88.024514
"700 W ST PAUL AV,MKE","700 W ST PAUL AV, MILWAUKEE, WI",43.034539,-87.9198
"2612 W FOREST HOME AV,MKE","2612 W FOREST HOME AV, MILWAUKEE, WI",43.001841,-87.946894
"161 W WISCONSIN AV,MKE","161 W WISCONSIN AV, MILWAUKEE, WI",43.03863,-87.911833
"3848 N 10TH ST,MKE","3848 N 10TH ST, MILWAUKEE, WI",43.087611,-87.923002
"8003 W POTOMAC AV,MKE","8003 W POTOMAC AV, MILWAUKEE, WI",43.098173,-88.012502
"603 N 4TH ST,MKE","603 N 4TH ST, MILWAUKEE, WI",43.03743,-87.91615999999998
"W MILL RD / N 60TH ST,MKE","W MILL RD & N 60TH ST, MILWAUKEE, WI",43.133936,-87.986159
"1566 S MUSKEGO AV,MKE","1566 S MUSKEGO AV, MILWAUKEE, WI",43.01433,-87.935333
MUNI COURT ENTRANCE,"MUNI COURT ENTRANCE, MILWAUKEE, WI",42.896521,-87.906008
"2902 W BURLEIGH ST,MKE","2902 W BURLEIGH ST, MILWAUKEE, WI",43.075464,-87.94988599999998
"S 6TH ST / W GREENFIELD AV,MKE","S 6TH ST & W GREENFIELD AV, MILWAUKEE, WI",43.017044,-87.91826999999998
"1911 W HAMPTON AV,MKE","1911 W HAMPTAV, MILWAUKEE, WI",43.011264,-87.958409
HAMILTON HIGH,"HAMILTHIGH, MILWAUKEE, WI",43.011264,-87.958409
"S 27TH ST / W LINCOLN AV,MKE","S 27TH ST & W LINCOLN AV, MILWAUKEE, WI",43.003166,-87.948059
"12021 W FLORIST AV,MKE","12021 W FLORIST AV, MILWAUKEE, WI",43.125445,-88.061536
"9425 W BROWN DEER RD,MKE","9425 W BROWN DEER RD, MILWAUKEE, WI",43.177266,-88.028173
"4703 N 73RD ST,MKE","4703 N 73RD ST, MILWAUKEE, WI",43.10313,-88.003537
"1943 E TROWBRIDGE ST,MKE","1943 E TROWBRIDGE ST, MILWAUKEE, WI",42.991735,-87.884791
"1432 N 33RD ST,MKE","1432 N 33RD ST, MILWAUKEE, WI",43.049473,-87.954863
"7402 W DERBY PL,MKE","7402 W DERBY PL, MILWAUKEE, WI",43.104314,-88.004708
"9169 N JADAM LA,MKE","9169 N JADAM LA, MILWAUKEE, WI",43.184985,-88.014708
"110 W GRANGE AV,MKE","110 W GRANGE AV, MILWAUKEE, WI",42.947976,-87.909935
"2848 W WISCONSIN AV,MKE","2848 W WISCONSIN AV, MILWAUKEE, WI",43.039037,-87.95039
"4370 N 71ST ST,MKE","4370 N 71ST ST, MILWAUKEE, WI",43.096942,-88.00039100000002
"N GRANT BL / W CENTER ST,MKE","N GRANT BL & W CENTER ST, MILWAUKEE, WI",43.011264,-87.958409
"659 S 65TH ST,MKE","659 S 65TH ST, MILWAUKEE, WI",43.0247,-87.993974
"4319 N 29TH ST,MKE","4319 N 29TH ST, MILWAUKEE, WI",43.095608,-87.949461
"N 10TH ST / W WINNEBAGO ST,MKE","N 10TH ST & W WINNEBAGO ST, MILWAUKEE, WI",43.047227,-87.924385
"11935 W FLORIST AV,MKE","11935 W FLORIST AV, MILWAUKEE, WI",43.126249,-88.060567
"100 W WISCONSIN AV,MKE","100 W WISCONSIN AV, MILWAUKEE, WI",43.038519,-87.91037299999998
"2802 N 27TH ST,MKE","2802 N 27TH ST, MILWAUKEE, WI",43.069976,-87.94707
"633 W WISCONSIN AV,MKE","633 W WISCONSIN AV, MILWAUKEE, WI",43.03811,-87.91985
WEST MILWAUKEE PD,"WEST MILWAUKEE PD, MILWAUKEE, WI",43.129726,-87.927962
"5927 N TEUTONIA AV,MKE","5927 N TEUTONIA AV, MILWAUKEE, WI",43.125166,-87.952046
"2629 N 8TH ST,MKE","2629 N 8TH ST, MILWAUKEE, WI",43.06645,-87.92174
"S HOWELL AV / W GRANGE AV,MKE","S HOWELL AVE & W GRANGE AV, MILWAUKEE, WI",42.97757100000001,-87.909504
"7919 N 60TH ST,MKE","7919 N 60TH ST, MILWAUKEE, WI",43.161829,-87.985253
"3854 N TEUTONIA AV,MKE","3854 N TEUTONIA AV, MILWAUKEE, WI",43.087239,-87.93725400000002
"2450 N 39TH ST,MKE","2450 N 39TH ST, MILWAUKEE, WI",43.06358,-87.961821
"2474 W VINE ST,MKE","2474 W VINE ST, MILWAUKEE, WI",43.055125,-87.94465699999998
"2675 S 13TH ST,MKE","2675 S 13TH ST, MILWAUKEE, WI",42.995986,-87.92890799999998
"2103 N 38TH ST,MKE","2103 N 38TH ST, MILWAUKEE, WI",43.057604,-87.961394
"2301 W CAPITOL DR,MKE","2301 W CAPITOL DR, MILWAUKEE, WI",43.0894,-87.94108299999998
"N 37TH ST / W FAIRMOUNT AV,MKE","N 37TH ST & W FAIRMOUNT AV, MILWAUKEE, WI",43.108263,-87.958964
"4755 N 19TH PL,MKE","4755 N 19TH PL, MILWAUKEE, WI",43.103547,-87.935542
"3073 N SHERMAN BL,MKE","3073 N SHERMAN BL, MILWAUKEE, WI",43.074988,-87.967768
"1904 E BELLEVIEW PL,MKE","1904 E BELLEVIEW PL, MILWAUKEE, WI",43.066404,-87.88629399999998
"2110 W SCOTT ST,MKE","2110 W SCOTT ST, MILWAUKEE, WI",43.019659,-87.94008000000002
"2301 W WISCONSIN AV,MKE","2301 W WISCONSIN AV, MILWAUKEE, WI",43.038295,-87.941766
"2451 N 44TH ST,MKE","2451 N 44TH ST, MILWAUKEE, WI",43.063566,-87.969089
"2317 N PALMER ST,MKE","2317 N PALMER ST, MILWAUKEE, WI",43.060685,-87.909997
"2200 N LINCOLN MEMORIAL DR,MKE","2200 N LINCOLN MEMORIAL DR, MILWAUKEE, WI",43.052683,-87.887722
"5301 S HOWELL AV,MKE","5301 S HOWELL AV, MILWAUKEE, WI",42.947985,-87.909862
"1411 E OKLAHOMA AV,MKE","1411 E OKLAHOMA AV, MILWAUKEE, WI",42.987935,-87.891406
"N PORT WASHINGTON AV / W ABERT PL,MKE","N PORT WASHINGTAV & W ABERT PL, MILWAUKEE, WI",43.185265,-87.917934
"980 N 45TH ST,MKE","980 N 45TH ST, MILWAUKEE, WI",43.041923,-87.969628
"1620 E PARK PL,MKE","1620 E PARK PL, MILWAUKEE, WI",43.067558,-87.890147
"1915 N MARTIN L KING JR DR,MKE","1915 N DOCTOR M.L.K. DR, MILWAUKEE, WI",43.011264,-87.958409
"6905 W EUCLID AV,MKE","6905 W EUCLID AV, MILWAUKEE, WI",42.986791,-87.999237
"555 S LAYTON BL,MKE","555 S LAYTBL, MILWAUKEE, WI",43.011264,-87.958409
"2613 W ST PAUL AV,MKE","2613 W ST PAUL AV, MILWAUKEE, WI",43.034629,-87.946792
"2930 W CAPITOL DR,MKE","2930 W CAPITOL DR, MILWAUKEE, WI",43.090282,-87.950424
"N 86TH ST / W BURLEIGH ST,MKE","N 86TH ST & W BURLEIGH ST, MILWAUKEE, WI",43.075167,-88.020052
"2023 S KINNICKINNIC AV,MKE","2023 S KINNICKINNIC AV, MILWAUKEE, WI",43.00683,-87.907954
"1001 N 4TH ST,MKE","1001 N 4TH ST, MILWAUKEE, WI",43.04369000000001,-87.917051
"N 7TH ST / W STATE ST,MKE","N 7TH ST & W STATE ST, MILWAUKEE, WI",42.999206,-87.920068
"2623 N 38TH ST,MKE","2623 N 38TH ST, MILWAUKEE, WI",43.066555,-87.961523
"4484 N 46TH ST,MKE","4484 N 46TH ST, MILWAUKEE, WI",43.098987,-87.970191
"4317 W CAPITOL DR,MKE","4317 W CAPITOL DR, MILWAUKEE, WI",43.089475,-87.967814
"2424 W MINERAL ST,MKE","2424 W MINERAL ST, MILWAUKEE, WI",43.021302,-87.944331
"2034 S 16TH ST,MKE","2034 S 16TH ST, MILWAUKEE, WI",43.007551,-87.93275600000004
"2670 S 29TH ST,MKE","2670 S 29TH ST, MILWAUKEE, WI",42.99616,-87.9502
"S 11TH ST / W LINCOLN AV,MKE","S 11TH ST & W LINCOLN AV, MILWAUKEE, WI",43.002845,-87.926039
"9503 W BRADLEY RD,MKE","9503 W BRADLEY RD, MILWAUKEE, WI",43.162781,-88.02972700000002
"5305 S HOWELL AV,MKE","5305 S HOWELL AV, MILWAUKEE, WI",42.947924,-87.909862
"2901 W HAMPTON AV,MKE","2901 W HAMPTAV, MILWAUKEE, WI",43.011264,-87.958409
"1551 N 9TH ST,MKE","1551 N 9TH ST, MILWAUKEE, WI",43.051625,-87.923567
"4757 N 20TH ST,MKE","4757 N 20TH ST, MILWAUKEE, WI",43.103791,-87.937208
"1312 S 1ST ST,MKE","1312 S 1ST ST, MILWAUKEE, WI",43.017505,-87.9103
"770 N WATER ST,MKE","770 N WATER ST, MILWAUKEE, WI",43.040494,-87.908897
"S 20TH ST / W LINCOLN AV,MKE","S 20TH ST & W LINCOLN AV, MILWAUKEE, WI",43.003014,-87.93825
"8708 W BURLEIGH ST,MKE","8708 W BURLEIGH ST, MILWAUKEE, WI",43.075448,-88.021625
"5700-BLK N 68TH ST,MKE","5700- N 68TH ST, MILWAUKEE, WI",43.121181,-87.996014
"5965 S 13TH ST,MKE","5965 S 13TH ST, MILWAUKEE, WI",42.935914,-87.929688
"N WATER ST / E STATE ST,MKE","N WATER ST & E STATE ST, MILWAUKEE, WI",43.043361,-87.910804
"730 W LAPHAM BL,MKE","730 W LAPHAM BL, MILWAUKEE, WI",43.015111,-87.92039399999999
"S 14TH ST / W WASHINGTON ST,MKE","S 14TH ST & W WASHINGTST, MILWAUKEE, WI",43.02011,-87.929277
"4163 N 70TH ST,MKE","4163 N 70TH ST, MILWAUKEE, WI",43.093206,-87.999712
"2730 S SUPERIOR ST,MKE","2730 S SUPERIOR ST, MILWAUKEE, WI",42.995866,-87.88550500000002
"2600-BLK S 12TH ST,MKE","2600- S 12TH ST, MILWAUKEE, WI",42.997784,-87.927357
"3222 W HAMPTON AV,MKE","3222 W HAMPTAV, MILWAUKEE, WI",43.011264,-87.958409
"1835 W HAMPTON AV,MKE","1835 W HAMPTAV, MILWAUKEE, WI",43.011264,-87.958409
"4769 N SHERMAN BL,MKE","4769 N SHERMAN BL, MILWAUKEE, WI",43.104007,-87.967034
"5830 N 73RD ST,MKE","5830 N 73RD ST, MILWAUKEE, WI",43.12395,-88.00174200000002
"6165 S 1ST ST,MKE","6165 S 1ST ST, MILWAUKEE, WI",42.932318,-87.911858
N WATER ST AT E WELLS ST,"N WATER ST AT E WELLS ST, MILWAUKEE, WI",43.040991,-87.909711
"1670 W BRUCE ST,MKE","1670 W BRUCE ST, MILWAUKEE, WI",43.025463,-87.933296
"1531 S 30TH ST,MKE","1531 S 30TH ST, MILWAUKEE, WI",43.015236,-87.951777
"5707 W LISBON AV,MKE","5707 W LISBAV, MILWAUKEE, WI",43.011264,-87.958409
"5541 N TEUTONIA AV,MKE","5541 N TEUTONIA AV, MILWAUKEE, WI",43.118201,-87.950731
"1236 S BARCLAY ST,MKE","1236 S S BARCLAY ST, MILWAUKEE, WI",43.018635,-87.909712
"11000 W LAKE PARK DR,MKE","11000 W LAKE PARK DR, MILWAUKEE, WI",43.159935,-88.048734
"4938 W HAMPTON AV,MKE","4938 W HAMPTAV, MILWAUKEE, WI",43.011264,-87.958409
"2344 S 11TH ST,MKE","2344 S 11TH ST, MILWAUKEE, WI",43.00183,-87.925632
"3500 N HUMBOLDT BL,MKE","3500 N HUMBOLDT BL, MILWAUKEE, WI",43.081822,-87.897542
"N WATER ST / E WELLS ST,MKE","N WATER ST & E WELLS ST, MILWAUKEE, WI",43.040991,-87.909711
"9301 N 76TH ST,MKE","9301 N 76TH ST, MILWAUKEE, WI",43.186359,-88.007873
PULASKI/CARMEN,"PULASKI&CARMEN, MILWAUKEE, WI",43.011264,-87.958409
"1222 S 14TH ST,MKE","1222 S 14TH ST, MILWAUKEE, WI",43.018859,-87.929129
"5971 N 71ST ST,MKE","5971 N 71ST ST, MILWAUKEE, WI",43.126504,-87.999836
"2200 S 15TH PL,MKE","2200 S 15TH PL, MILWAUKEE, WI",43.004523,-87.93207199999998
"921 W MINERAL ST,MKE","921 W MINERAL ST, MILWAUKEE, WI",43.021036,-87.922818
"3001 W HAMPTON AV,MKE","3001 W HAMPTAV, MILWAUKEE, WI",43.011264,-87.958409
"4053 N 6TH ST,MKE","4053 N 6TH ST, MILWAUKEE, WI",43.090539,-87.918634
"1129 N JACKSON ST,MKE","1129 N JACKSST, MILWAUKEE, WI",43.011264,-87.958409
"1201 W CANAL ST,MKE","1201 W CANAL ST, MILWAUKEE, WI",43.029514,-87.92655500000002
"2735 W BURLEIGH ST,MKE","2735 W BURLEIGH ST, MILWAUKEE, WI",43.075076,-87.948107
"S 9TH PL / W LINCOLN AV,MKE","S 9TH PL & W LINCOLN AV, MILWAUKEE, WI",43.002837,-87.92362
"4468 N 100TH ST, MILWAUKEE, WI","4468 N 100TH ST, MILWAUKEE, WI, MILWAUKEE, WI",43.098162,-88.037176
"829 S 22ND ST,MKE","829 S 22ND ST, MILWAUKEE, WI",43.021819,-87.941161
"3921 N HUMBOLDT BL,MKE","3921 N HUMBOLDT BL, MILWAUKEE, WI",43.088692,-87.899814
"2427 W LAYTON AV,MKE","2427 W LAYTAV, MILWAUKEE, WI",43.011264,-87.958409
"6920 W MEDFORD AV,MKE","6920 W MEDFORD AV, MILWAUKEE, WI",43.105634,-87.99745899999998
"9509 W LISBON AV,MKE","9509 W LISBAV, MILWAUKEE, WI",43.011264,-87.958409
"2349 S 9TH PL,MKE","2349 S 9TH PL, MILWAUKEE, WI",43.001744,-87.923901
"3710 W LINCOLN AV,MKE","3710 W LINCOLN AV, MILWAUKEE, WI",43.003234,-87.960918
"N FRATNEY ST / E CAPITOL DR,MKE","N FRATNEY ST & E CAPITOL DR, MILWAUKEE, WI",43.076555,-87.901443
"3234 N 7TH ST,MKE","3234 N 7TH ST, MILWAUKEE, WI",43.077193,-87.919444
"809 N BROADWAY,MKE","809 N BROADWAY, MILWAUKEE, WI",43.041416,-87.908465
"1227 W LINCOLN AV,MKE","1227 W LINCOLN AV, MILWAUKEE, WI",43.0027,-87.927584
"3840 N SHERMAN BL,MKE","3840 N SHERMAN BL, MILWAUKEE, WI",43.086608,-87.966542
"4112 S 6TH ST,MKE","4112 S 6TH ST, MILWAUKEE, WI",42.970984,-87.919202
"1663 S 6TH ST,MKE","1663 S 6TH ST, MILWAUKEE, WI",43.01279,-87.918814
"3422 N 7TH ST,MKE","3422 N 7TH ST, MILWAUKEE, WI",43.080645,-87.919232
"4800 N 32ND ST,MKE","4800 N 32ND ST, MILWAUKEE, WI",43.105157,-87.952152
"N 27TH ST / W ST PAUL AV,MKE","N 27TH ST & W ST PAUL AV, MILWAUKEE, WI",43.03478,-87.94774100000002
"544 S 1ST ST,MKE","544 S 1ST ST, MILWAUKEE, WI",43.02564,-87.91025400000002
"4455 N 58TH ST,MKE","4455 N 58TH ST, MILWAUKEE, WI",43.098513,-87.98568
"7900 N LINK PL,MKE","7900 N LINK PL, MILWAUKEE, WI",43.161354,-87.975235
"2205 W LINCOLN AV,MKE","2205 W LINCOLN AV, MILWAUKEE, WI",43.002944,-87.943334
"2086 W HOWARD AV,MKE","2086 W HOWARD AV, MILWAUKEE, WI",42.974225,-87.943503
"7950 W RUBY AV,MKE","7950 W RUBY AV, MILWAUKEE, WI",43.098477,-88.011588
"1324 S 8TH ST,MKE","1324 S 8TH ST, MILWAUKEE, WI",43.017462,-87.920799
"6550 N 80TH ST,MKE","6550 N 80TH ST, MILWAUKEE, WI",43.136965,-88.008617
"3555 S 27TH ST,MKE","3555 S 27TH ST, MILWAUKEE, WI",42.9797,-87.94994399999999
"2400 S 27TH ST,MKE","2400 S 27TH ST, MILWAUKEE, WI",43.001221,-87.947815
"500 N WATER ST,MKE","500 N WATER ST, MILWAUKEE, WI",43.036414,-87.908384
"800 W LAYTON AV,MKE","800 W LAYTAV, MILWAUKEE, WI",43.011264,-87.958409
"3401 W WISCONSIN AV,MKE","3401 W WISCONSIN AV, MILWAUKEE, WI",43.038101,-87.95575799999996
"1210 N 10TH ST,MKE","1210 N 10TH ST, MILWAUKEE, WI",43.046126,-87.92387
"1330 N 4TH ST,MKE","1330 N 4TH ST, MILWAUKEE, WI",43.047494,-87.91571
"513 E BURLEIGH ST,MKE","513 E BURLEIGH ST, MILWAUKEE, WI",43.074495,-87.904651
"1904 W LINCOLN AV,MKE","1904 W LINCOLN AV, MILWAUKEE, WI",43.002994,-87.937088
"4204 N SHERMAN BL,MKE","4204 N SHERMAN BL, MILWAUKEE, WI",43.093641,-87.966577
"2577 S 68TH ST,MKE","2577 S 68TH ST, MILWAUKEE, WI",42.997549,-87.997817
"600 W NORTH AV,MKE","600 W NORTH AV, MILWAUKEE, WI",43.060156,-87.918499
"4712 W LEON TR,MKE","4712 W LETR, MILWAUKEE, WI",43.011264,-87.958409
"2305 S 11TH ST,MKE","2305 S 11TH ST, MILWAUKEE, WI",43.002579,-87.926133
"2500 W OKLAHOMA AV,MKE","2500 W OKLAHOMA AV, MILWAUKEE, WI",42.989508,-87.94481999999998
"1600 N MARSHALL ST,MKE","1600 N MARSHALL ST, MILWAUKEE, WI",43.050389,-87.900915
"4230 S 6TH ST,MKE","4230 S 6TH ST, MILWAUKEE, WI",42.96676400000001,-87.919212
"2222 S 13TH ST,MKE","2222 S 13TH ST, MILWAUKEE, WI",43.003842,-87.928005
"5950 N 67TH ST,MKE","5950 N 67TH ST, MILWAUKEE, WI",43.125998,-87.994227
"3110 S 76TH ST,MKE","3110 S 76TH ST, MILWAUKEE, WI",42.987807,-88.007059
"7937 W APPLETON AV,MKE","7937 W APPLETAV, MILWAUKEE, WI",43.011264,-87.958409
"5400 N 118TH CT,MKE","5400 N 118TH CT, MILWAUKEE, WI",43.115248,-88.058685
"S 8TH ST / W HARRISON AV,MKE","S 8TH ST & W HARRISAV, MILWAUKEE, WI",43.00126,-87.92124100000002
"6230 W SHERIDAN AV,MKE","6230 W SHERIDAN AV, MILWAUKEE, WI",43.118635,-87.98963
"2202 S 35TH ST,MKE","2202 S 35TH ST, MILWAUKEE, WI",43.004664,-87.957422
"301 E LOCUST ST,MKE","301 E LOCUST ST, MILWAUKEE, WI",43.070919,-87.907747
"520 E WELLS ST,MKE","520 E WELLS ST, MILWAUKEE, WI",43.041427,-87.905282
"2800 W HOWARD AV,MKE","2800 W HOWARD AV, MILWAUKEE, WI",42.974258,-87.949987
"1432 N 18TH CT,MKE","1432 N 18TH CT, MILWAUKEE, WI",43.04934,-87.93570600000002
"2481 S 18TH ST,MKE","2481 S 18TH ST, MILWAUKEE, WI",42.999505,-87.935852
"N HOPKINS ST / W HAMPTON AV,MKE","N HOPKINS ST & W HAMPTAV, MILWAUKEE, WI",43.114831,-87.964215
"720 E PEARSON ST,MKE","720 E PEARSST, MILWAUKEE, WI",43.011264,-87.958409
"2111 N 27TH ST,MKE","2111 N 27TH ST, MILWAUKEE, WI",43.05808,-87.947812
"5878 S HONEY CREEK DR,MKE","5878 S HONEY CREEK DR, MILWAUKEE, WI",42.938054,-87.958568
"7650 W APPLETON AV,MKE","7650 W APPLETAV, MILWAUKEE, WI",43.011264,-87.958409
"3724 N 39TH ST,MKE","3724 N 39TH ST, MILWAUKEE, WI",43.084901,-87.961713
"916 W GREENFIELD AV,MKE","916 W GREENFIELD AV, MILWAUKEE, WI",43.01732,-87.923101
"2467 N 21ST ST,MKE","2467 N 21ST ST, MILWAUKEE, WI",43.063774,-87.939068
"N 35TH ST / W CLARKE ST,MKE","N 35TH ST & W CLARKE ST, MILWAUKEE, WI",43.066074,-87.957438
"S 3RD ST / W NATIONAL AV,MKE","S 3RD ST & W NATIONAL AV, MILWAUKEE, WI",43.023212,-87.914029
"1145 N CALLAHAN PL,MKE","1145 N CALLAHAN PL, MILWAUKEE, WI",43.045091,-87.93298399999998
"937 W PIERCE ST,MKE","937 W PIERCE ST, MILWAUKEE, WI",43.024051,-87.923518
"235 E LOCUST ST,MKE","235 E LOCUST ST, MILWAUKEE, WI",43.070925,-87.908469
3421 W CLYBOURN,"3421 W CLYBOURN, MILWAUKEE, WI",43.035874,-87.957092
"7945 W GLENDALE AV,MKE","7945 W GLENDALE AV, MILWAUKEE, WI",43.100544,-88.011523
"2900 W HIGHLAND BL,MKE","2900 W HIGHLAND BL, MILWAUKEE, WI",43.044991,-87.95081400000002
"1475 W WINDLAKE AV,MKE","1475 W WINDLAKE AV, MILWAUKEE, WI",43.001851,-87.930869
"S 11TH ST / W OKLAHOMA AV,MKE","S 11TH ST & W OKLAHOMA AV, MILWAUKEE, WI",42.988267,-87.926363
"3924 S 27TH ST,MKE","3924 S 27TH ST, MILWAUKEE, WI",42.973317,-87.948187
"8618 W HAMPTON AV,MKE","8618 W HAMPTAV, MILWAUKEE, WI",43.011264,-87.958409
"N 68TH ST / W MOLTKE AV,MKE","N 68TH ST & W MOLTKE AV, MILWAUKEE, WI",43.074441,-87.997314
"2519 N 19TH ST,MKE","2519 N 19TH ST, MILWAUKEE, WI",43.064697,-87.936563
"7700 W APPLETON AV,MKE","7700 W APPLETAV, MILWAUKEE, WI",43.011264,-87.958409
"9838 W APPLETON AV,MKE","9838 W APPLETAV, MILWAUKEE, WI",43.011264,-87.958409
"2933 W WELLS ST,MKE","2933 W WELLS ST, MILWAUKEE, WI",43.040131,-87.95100500000002
"4635 N 74TH ST,MKE","4635 N 74TH ST, MILWAUKEE, WI",43.101693,-88.00479
"1124 E VAN BECK AV,MKE","1124 E VAN BECK AV, MILWAUKEE, WI",42.973036,-87.894932
"3123 N BOOTH ST,MKE","3123 N BOOTH ST, MILWAUKEE, WI",43.07531,-87.904258
"2433 W MAPLE ST,MKE","2433 W MAPLE ST, MILWAUKEE, WI",43.011016,-87.944717
"N 50TH ST / W CENTER ST,MKE","N 50TH ST & W CENTER ST, MILWAUKEE, WI",43.06796,-87.976202
SOUTH DIVISION,"SOUTH DIVISION, MILWAUKEE, WI",43.011264,-87.958409
"209 N 33RD ST,MKE","209 N 33RD ST, MILWAUKEE, WI",43.032836,-87.955547
"4847 S 7TH ST,MKE","4847 S 7TH ST, MILWAUKEE, WI",42.956345,-87.921123
"1580 N FARWELL AV,MKE","1580 N FARWELL AV, MILWAUKEE, WI",43.051024,-87.893546
