,ID,Call Number,Date/Time,Location,Police District,Nature of Call,Status,Cleaned_Location,Coordinates,Error_Logging
699,182560749-Service in Progress,182560749,2018-09-13 08:57:52,"3258 N 52ND ST,MKE",7,PROPERTY DAMAGE,Service in Progress,"3258 N 52ND ST,MILWAUKEE","{'lat': 43.078408, 'lng': -87.978075}",
700,182560753-City Citation(s) Issued,182560753,2018-09-13 08:57:32,"2114 W VAN BECK AV,MKE",6,TRAFFIC STOP,City Citation(s) Issued,"2114 W VAN BECK AV,MILWAUKEE","{'lat': 42.973249, 'lng': -87.941645}",
701,182560747-Advised,182560747,2018-09-13 08:57:10,"6325 W CHAMBERS ST,MKE",7,WELFARE CITIZEN,Advised,"6325 W CHAMBERS ST,MILWAUKEE","{'lat': 43.07328, 'lng': -87.991522}",
702,182560722-Service in Progress,182560722,2018-09-13 08:57:08,"6824 W MILL RD,MKE",4,WELFARE CITIZEN,Service in Progress,"6824 W MILL RD,MILWAUKEE","{'lat': 43.134381, 'lng': -87.996899}",
703,182560750-Service in Progress,182560750,2018-09-13 08:56:39,"8600 N SERVITE DR,MKE",4,TRAFFIC STOP,Service in Progress,"8600 N SERVITE DR,MILWAUKEE","{'lat': 43.174738, 'lng': -88.009214}",
704,182560745-Service in Progress,182560745,2018-09-13 08:56:20,"960 W ARMOUR AV,MKE",6,ESCORT,Service in Progress,"960 W ARMOUR AV,MILWAUKEE","{'lat': 42.961995, 'lng': -87.92521}",
705,182560746-Service in Progress,182560746,2018-09-13 08:55:35,"N 60TH ST / W SILVER SPRING DR,MKE",4,ACC PI,Service in Progress,"N 60TH ST & W SILVER SPRING DR,MILWAUKEE","{'lat': 43.119325, 'lng': -87.986127}",
706,182560732-Unable to Locate Complainant,182560732,2018-09-13 08:52:48,"1132 S 12TH ST,MKE",2,TRBL W/SUBJ-DV,Unable to Locate Complainant,"1132 S 12TH ST,MILWAUKEE","{'lat': 43.003841, 'lng': -87.927093}",
707,182560645-Assignment Completed,182560645,2018-09-13 08:21:09,"S 9TH ST / W BURNHAM ST,MKE",2,WELFARE CITIZEN,Assignment Completed,"S 9TH ST & W BURNHAM ST,MILWAUKEE","{'lat': 43.010162, 'lng': -87.922777}",
708,182560666-Advised,182560666,2018-09-13 08:20:19,"2766 N 35TH ST,MKE",7,PROPERTY DAM-DV,Advised,"2766 N 35TH ST,MILWAUKEE","{'lat': 43.069384, 'lng': -87.956968}",
709,182560641-Unable to Locate Complainant,182560641,2018-09-13 08:03:57,"4541 N 29TH ST,MKE",5,ANIMAL BITE,Unable to Locate Complainant,"4541 N 29TH ST,MILWAUKEE","{'lat': 43.099891, 'lng': -87.949447}",
710,182560774-Unable to Locate Complainant,182560774,2018-09-13 09:04:25,"N 3RD ST / W KEEFE AV,MKE",5,WELFARE CITIZEN,Unable to Locate Complainant,"N 3RD ST & W KEEFE AV,MILWAUKEE","{'lat': 43.08208, 'lng': -87.913758}",
711,182560777-Advised,182560777,2018-09-13 09:04:23,"1723 W HAMPTON AV,MKE",7,TRAFFIC STOP,Advised,"1723 W HAMPTAV,MILWAUKEE","{'lat': 43.011264, 'lng': -87.958409}",
712,182560776-Assignment Completed,182560776,2018-09-13 09:04:19,"2600 W MORGAN AV,MKE",6,BUSINESS CHECK,Assignment Completed,"2600 W MORGAN AV,MILWAUKEE","{'lat': 42.981098, 'lng': -87.947024}",
713,182560773-Service in Progress,182560773,2018-09-13 09:03:22,"8250 N 107TH ST,MKE",4,TRAFFIC STOP,Service in Progress,"8250 N 107TH ST,MILWAUKEE","{'lat': 43.167771, 'lng': -88.044223}",
714,182560694-Service in Progress,182560694,2018-09-13 09:01:45,"935 W GREENFIELD AV,MKE",2,TRBL W/SUBJ,Service in Progress,"935 W GREENFIELD AV,MILWAUKEE","{'lat': 43.016848, 'lng': -87.923555}",
715,182560768-Service in Progress,182560768,2018-09-13 09:01:44,"2333 N 49TH ST,MKE",3,POLICE ADMIN,Service in Progress,"2333 N 49TH ST,MILWAUKEE","{'lat': 43.061433, 'lng': -87.975516}",
716,182560765-City Citation(s) Issued,182560765,2018-09-13 09:00:35,"8430 W CAPITOL DR,MKE",7,TRAFFIC STOP,City Citation(s) Issued,"8430 W CAPITOL DR,MILWAUKEE","{'lat': 43.090117, 'lng': -88.018542}",
717,182560764-Assignment Completed,182560764,2018-09-13 09:00:13,"8100 W BROWN DEER RD,MKE",4,BUSINESS CHECK,Assignment Completed,"8100 W BROWN DEER RD,MILWAUKEE","{'lat': 43.178418, 'lng': -88.011015}",
718,182560750-City Citation(s) Issued,182560750,2018-09-13 08:56:39,"8600 N SERVITE DR,MKE",4,TRAFFIC STOP,City Citation(s) Issued,"8600 N SERVITE DR,MILWAUKEE","{'lat': 43.174738, 'lng': -88.009214}",
719,182560731-Advised,182560731,2018-09-13 08:48:55,"2802 W HOWARD AV,MKE",6,SUSP PERS/AUTO,Advised,"2802 W HOWARD AV,MILWAUKEE","{'lat': 42.974553, 'lng': -87.950685}",
720,182560654-To be Filed,182560654,2018-09-13 08:08:02,"3626 W FOND DU LAC AV,MKE",7,REPORTS,To be Filed,"3626 W FOND DU LAC AV,MILWAUKEE","{'lat': 43.077239, 'lng': -87.959228}",
721,182560653-Assignment Completed,182560653,2018-09-13 08:07:35,"951 N JAMES LOVELL ST,MKE",1,COURT DUTY,Assignment Completed,"951 N JAMES LOVELL ST,MILWAUKEE","{'lat': 43.042662, 'lng': -87.920879}",
722,182560784-Service in Progress,182560784,2018-09-13 09:09:29,"4733 W VLIET ST,MKE",3,SPECIAL ASSIGN,Service in Progress,"4733 W VLIET ST,MILWAUKEE","{'lat': 43.048316, 'lng': -87.973303}",
723,182560770-Unable to Locate Complainant,182560770,2018-09-13 09:07:25,"6880 N TEUTONIA AV,MKE",4,SUSP PERS/AUTO,Unable to Locate Complainant,"6880 N TEUTONIA AV,MILWAUKEE","{'lat': 43.142386, 'lng': -87.954695}",
724,182560778-Service in Progress,182560778,2018-09-13 09:07:04,"5064 N 39TH ST,MKE",7,ENTRY,Service in Progress,"5064 N 39TH ST,MILWAUKEE","{'lat': 43.109697, 'lng': -87.961035}",
725,182560748-Unable to Locate Complainant,182560748,2018-09-13 09:06:01,"1535 N 35TH ST,MKE",3,TRBL W/SUBJ,Unable to Locate Complainant,"1535 N 35TH ST,MILWAUKEE","{'lat': 43.050797, 'lng': -87.958513}",
726,182560766-Unable to Locate Complainant,182560766,2018-09-13 09:05:50,"2037 N 32ND ST,MKE",3,DRUG DEALING,Unable to Locate Complainant,"2037 N 32ND ST,MILWAUKEE","{'lat': 43.057263, 'lng': -87.954239}",
727,182560771-Service in Progress,182560771,2018-09-13 09:05:44,"5121 W HOWARD AV,MKE",6,THEFT,Service in Progress,"5121 W HOWARD AV,MILWAUKEE","{'lat': 42.973412, 'lng': -87.978689}",
728,182560721-Assignment Completed,182560721,2018-09-13 08:43:31,"2816 W CLARKE ST,MKE",3,FAMILY TROUBLE,Assignment Completed,"2816 W CLARKE ST,MILWAUKEE","{'lat': 43.066962, 'lng': -87.949185}",
729,182560717-Assignment Completed,182560717,2018-09-13 08:39:01,"2249 N 41ST ST,MKE",3,SUBJ WANTED,Assignment Completed,"2249 N 41ST ST,MILWAUKEE","{'lat': 43.059916, 'lng': -87.964807}",
730,182560687-To be Filed,182560687,2018-09-13 08:25:22,"8914 N 96TH ST,MKE",4,SUBJ WANTED,To be Filed,"8914 N 96TH ST,MILWAUKEE","{'lat': 43.1803, 'lng': -88.031042}",
731,182560794-Service in Progress,182560794,2018-09-13 09:14:09,"1929 N 37TH ST,MKE",3,SUBJ WANTED,Service in Progress,"1929 N 37TH ST,MILWAUKEE","{'lat': 43.055591, 'lng': -87.960233}",
732,182560791-Service in Progress,182560791,2018-09-13 09:13:27,"452 S 68TH ST,MKE",3,POLICE ADMIN,Service in Progress,"452 S 68TH ST,MILWAUKEE","{'lat': 43.027266, 'lng': -87.996957}",
733,182560787-Assignment Completed,182560787,2018-09-13 09:12:31,"N 51ST ST / W HADLEY ST,MKE",7,ACC PI,Assignment Completed,"N 51ST ST & W HADLEY ST,MILWAUKEE","{'lat': 43.069786, 'lng': -87.977441}",
734,182560734-Service in Progress,182560734,2018-09-13 09:12:18,"1017 N 12TH ST,MKE",3,BATTERY,Service in Progress,"1017 N 12TH ST,MILWAUKEE","{'lat': 43.043744, 'lng': -87.927878}",
735,182560786-Service in Progress,182560786,2018-09-13 09:10:41,"4733 W VLIET ST,MKE",3,POLICE ADMIN,Service in Progress,"4733 W VLIET ST,MILWAUKEE","{'lat': 43.048316, 'lng': -87.973303}",
736,182560694-Unable to Locate Complainant,182560694,2018-09-13 09:01:45,"935 W GREENFIELD AV,MKE",2,TRBL W/SUBJ,Unable to Locate Complainant,"935 W GREENFIELD AV,MILWAUKEE","{'lat': 43.016848, 'lng': -87.923555}",
737,182560749-Advised/Referral,182560749,2018-09-13 08:57:52,"3258 N 52ND ST,MKE",7,PROPERTY DAMAGE,Advised/Referral,"3258 N 52ND ST,MILWAUKEE","{'lat': 43.078408, 'lng': -87.978075}",
738,182560807-Assignment Completed,182560807,2018-09-13 09:19:39,"9700 W VERA AV,MKE",4,PROPERTY PICKUP,Assignment Completed,"9700 W VERA AV,MILWAUKEE","{'lat': 43.145149, 'lng': -88.032878}",
739,182560806-Service in Progress,182560806,2018-09-13 09:19:16,"4733 W VLIET ST,MKE",3,POLICE ADMIN,Service in Progress,"4733 W VLIET ST,MILWAUKEE","{'lat': 43.048316, 'lng': -87.973303}",
740,182560805-Service in Progress,182560805,2018-09-13 09:18:00,"N 60TH ST / W SILVER SPRING DR,MKE",4,ACC PI,Service in Progress,"N 60TH ST & W SILVER SPRING DR,MILWAUKEE","{'lat': 43.119325, 'lng': -87.986127}",
741,182560797-False Alarm,182560797,2018-09-13 09:17:42,"1123 N WATER ST,MKE",1,HOLDUP ALARM,False Alarm,"1123 N WATER ST,MILWAUKEE","{'lat': 43.045126, 'lng': -87.911402}",
742,182560803-Assignment Completed,182560803,2018-09-13 09:17:09,"2326 N 12TH ST,MKE",3,FOLLOW UP,Assignment Completed,"2326 N 12TH ST,MILWAUKEE","{'lat': 43.061023, 'lng': -87.9264}",
743,182560781-Advised,182560781,2018-09-13 09:16:54,"1803 N 47TH ST,MKE",3,PROPERTY DAMAGE,Advised,"1803 N 47TH ST,MILWAUKEE","{'lat': 43.054327, 'lng': -87.972697}",
744,182560801-Advised,182560801,2018-09-13 09:16:52,"1943 W HAMPTON AV,MKE",7,TRAFFIC STOP,Advised,"1943 W HAMPTAV,MILWAUKEE","{'lat': 43.011264, 'lng': -87.958409}",
745,182560799-Service in Progress,182560799,2018-09-13 09:16:31,"2929 S CHASE AV,MKE",6,FOLLOW UP,Service in Progress,"2929 S CHASE AV,MILWAUKEE","{'lat': 42.991976, 'lng': -87.911115}",
746,182560798-Assignment Completed,182560798,2018-09-13 09:16:25,"300 E WISCONSIN AV,MKE",1,BUSINESS CHECK,Assignment Completed,"300 E WISCONSIN AV,MILWAUKEE","{'lat': 43.038999, 'lng': -87.907363}",
747,182560680-Advised,182560680,2018-09-13 09:15:58,"2433 W MICHIGAN ST,MKE",3,FAMILY TROUBLE,Advised,"2433 W MICHIGAN ST,MILWAUKEE","{'lat': 43.037127, 'lng': -87.943876}",
748,182560796-Assignment Completed,182560796,2018-09-13 09:15:36,"S 60TH ST / W COLD SPRING RD,MKE",6,ACC UNKN INJ,Assignment Completed,"S 60TH ST & W COLD SPRING RD,MILWAUKEE","{'lat': 42.992043, 'lng': -87.987707}",
749,182560792-Service in Progress,182560792,2018-09-13 09:15:18,"1438 N 33RD ST,MKE",3,ENTRY,Service in Progress,"1438 N 33RD ST,MILWAUKEE","{'lat': 43.049555, 'lng': -87.954862}",
750,182560745-Assignment Completed,182560745,2018-09-13 08:56:20,"960 W ARMOUR AV,MKE",6,ESCORT,Assignment Completed,"960 W ARMOUR AV,MILWAUKEE","{'lat': 42.961995, 'lng': -87.92521}",
751,182560723-To be Filed,182560723,2018-09-13 08:42:01,"6929 W SILVER SPRING DR,MKE",4,REPORTS,To be Filed,"6929 W SILVER SPRING DR,MILWAUKEE","{'lat': 43.118893, 'lng': -87.998216}",
752,182560684-Assignment Completed,182560684,2018-09-13 08:24:26,"6680 N TEUTONIA AV,MKE",4,POLICE ADMIN,Assignment Completed,"6680 N TEUTONIA AV,MILWAUKEE","{'lat': 43.139111, 'lng': -87.952424}",
753,182560813-Service in Progress,182560813,2018-09-13 09:22:26,"2333 N 49TH ST,MKE",3,VEHICLE MAINT,Service in Progress,"2333 N 49TH ST,MILWAUKEE","{'lat': 43.061433, 'lng': -87.975516}",
754,182560811-Advised,182560811,2018-09-13 09:21:55,"1200 W CAPITOL DR,MKE",5,TRAFFIC STOP,Advised,"1200 W CAPITOL DR,MILWAUKEE","{'lat': 43.0896, 'lng': -87.895505}",
755,182560808-To be Filed,182560808,2018-09-13 09:20:49,"2040 W OKLAHOMA AV,MKE",6,FOLLOW UP,To be Filed,"2040 W OKLAHOMA AV,MILWAUKEE","{'lat': 42.989399, 'lng': -87.939435}",
756,182560768-Assignment Completed,182560768,2018-09-13 09:01:44,"2333 N 49TH ST,MKE",3,POLICE ADMIN,Assignment Completed,"2333 N 49TH ST,MILWAUKEE","{'lat': 43.061433, 'lng': -87.975516}",
757,182560719-To be Filed,182560719,2018-09-13 08:41:07,"1320 N 38TH ST,MKE",3,INJ PERSON/SICK,To be Filed,"1320 N 38TH ST,MILWAUKEE","{'lat': 43.047598, 'lng': -87.960753}",
758,182560827-Advised,182560827,2018-09-13 09:29:07,"1733 W HAMPTON AV,MKE",7,TRAFFIC STOP,Advised,"1733 W HAMPTAV,MILWAUKEE","{'lat': 43.011264, 'lng': -87.958409}",
759,182560826-Service in Progress,182560826,2018-09-13 09:29:03,"749 W STATE ST,MKE",1,VEHICLE MAINT,Service in Progress,"749 W STATE ST,MILWAUKEE","{'lat': 43.042662, 'lng': -87.920879}",
760,182560821-Advised,182560821,2018-09-13 09:26:37,"3925 W OKLAHOMA AV,MKE",6,TRAFFIC STOP,Advised,"3925 W OKLAHOMA AV,MILWAUKEE","{'lat': 42.988079, 'lng': -87.963757}",
761,182560722-Advised,182560722,2018-09-13 08:57:08,"6824 W MILL RD,MKE",4,WELFARE CITIZEN,Advised,"6824 W MILL RD,MILWAUKEE","{'lat': 43.134381, 'lng': -87.996899}",
762,182560837-City Citation(s) Issued,182560837,2018-09-13 09:34:16,"1600 W ATKINSON AV,MKE",5,TRAFFIC STOP,City Citation(s) Issued,"1600 W ATKINSAV,MILWAUKEE","{'lat': 43.087007, 'lng': -87.930843}",
763,182560742-Advised,182560742,2018-09-13 09:34:06,"N 44TH ST / W HADLEY ST,MKE",7,TRUANT,Advised,"N 44TH ST & W HADLEY ST,MILWAUKEE","{'lat': 43.069722, 'lng': -87.968749}",
764,182560829-Unable to Locate Complainant,182560829,2018-09-13 09:33:41,"1600-BLK S 12TH ST,MKE",2,TRBL W/SUBJ,Unable to Locate Complainant,"1600- S 12TH ST,MILWAUKEE","{'lat': 43.014335, 'lng': -87.926857}",
765,182560836-Assignment Completed,182560836,2018-09-13 09:33:12,"4733 W VLIET ST,MKE",3,VEHICLE MAINT,Assignment Completed,"4733 W VLIET ST,MILWAUKEE","{'lat': 43.048316, 'lng': -87.973303}",
766,182560835-Assignment Completed,182560835,2018-09-13 09:33:05,"907 W GREENFIELD AV,MKE",2,BUSINESS CHECK,Assignment Completed,"907 W GREENFIELD AV,MILWAUKEE","{'lat': 43.016726, 'lng': -87.922865}",
767,182560831-Assignment Completed,182560831,2018-09-13 09:31:19,"2638 N 34TH ST,MKE",3,ENTRY,Assignment Completed,"2638 N 34TH ST,MILWAUKEE","{'lat': 43.066969, 'lng': -87.955866}",
768,182560813-Assignment Completed,182560813,2018-09-13 09:22:26,"2333 N 49TH ST,MKE",3,VEHICLE MAINT,Assignment Completed,"2333 N 49TH ST,MILWAUKEE","{'lat': 43.061433, 'lng': -87.975516}",
769,182560784-Assignment Completed,182560784,2018-09-13 09:09:29,"4733 W VLIET ST,MKE",3,SPECIAL ASSIGN,Assignment Completed,"4733 W VLIET ST,MILWAUKEE","{'lat': 43.048316, 'lng': -87.973303}",
770,182560712-Assignment Completed,182560712,2018-09-13 08:37:05,"4715 W VLIET ST,MKE",3,RETURN STATION,Assignment Completed,"4715 W VLIET ST,MILWAUKEE","{'lat': 43.048316, 'lng': -87.973303}",
771,182560639-Advised,182560639,2018-09-13 08:35:14,"522 E LOCUST ST,MKE",5,TRBL W/SUBJ,Advised,"522 E LOCUST ST,MILWAUKEE","{'lat': 43.071317, 'lng': -87.904443}",
772,182560810-Service in Progress,182560810,2018-09-13 09:37:52,"813 S 18TH ST,MKE",2,WELFARE CITIZEN,Service in Progress,"813 S 18TH ST,MILWAUKEE","{'lat': 43.022437, 'lng': -87.935753}",
773,182560850-Service in Progress,182560850,2018-09-13 09:37:17,"6360 N 91ST ST,MKE",4,SUBJ WANTED,Service in Progress,"6360 N 91ST ST,MILWAUKEE","{'lat': 43.13347, 'lng': -88.024828}",
774,182560849-City Citation(s) Issued,182560849,2018-09-13 09:36:49,"1100 W CAPITOL DR,MKE",5,TRAFFIC STOP,City Citation(s) Issued,"1100 W CAPITOL DR,MILWAUKEE","{'lat': 43.089865, 'lng': -87.896768}",
775,182560848-Assignment Completed,182560848,2018-09-13 09:36:44,"4217 N 100TH ST,MKE",7,BUSINESS CHECK,Assignment Completed,"4217 N 100TH ST,MILWAUKEE","{'lat': 43.093612, 'lng': -88.037831}",
776,182560847-Service in Progress,182560847,2018-09-13 09:36:28,"2912 N 23RD ST,MKE",5,PROBATION/PAROLE,Service in Progress,"2912 N 23RD ST,MILWAUKEE","{'lat': 43.071796, 'lng': -87.940709}",
777,182560846-Service in Progress,182560846,2018-09-13 09:36:26,"6680 N TEUTONIA AV,MKE",4,POLICE ADMIN,Service in Progress,"6680 N TEUTONIA AV,MILWAUKEE","{'lat': 43.139111, 'lng': -87.952424}",
778,182560841-Assignment Completed,182560841,2018-09-13 09:35:09,"1335 S 10TH ST,MKE",2,BUSINESS CHECK,Assignment Completed,"1335 S 10TH ST,MILWAUKEE","{'lat': 43.017321, 'lng': -87.924087}",
779,182560791-Assignment Completed,182560791,2018-09-13 09:13:27,"452 S 68TH ST,MKE",3,POLICE ADMIN,Assignment Completed,"452 S 68TH ST,MILWAUKEE","{'lat': 43.027266, 'lng': -87.996957}",
780,182560787-To be Filed,182560787,2018-09-13 09:12:31,"N 51ST ST / W HADLEY ST,MKE",7,ACC PI,To be Filed,"N 51ST ST & W HADLEY ST,MILWAUKEE","{'lat': 43.069786, 'lng': -87.977441}",
781,182560786-Assignment Completed,182560786,2018-09-13 09:10:41,"4733 W VLIET ST,MKE",3,POLICE ADMIN,Assignment Completed,"4733 W VLIET ST,MILWAUKEE","{'lat': 43.048316, 'lng': -87.973303}",
782,182560872-Service in Progress,182560872,2018-09-13 09:44:15,"S 11TH ST / W GREENFIELD AV,MKE",2,PARK AND WALK,Service in Progress,"S 11TH ST & W GREENFIELD AV,MILWAUKEE","{'lat': 43.01704, 'lng': -87.925353}",
783,182560858-Advised,182560858,2018-09-13 09:42:55,"2463 N BUFFUM ST,MKE",5,TRBL W/JUV,Advised,"2463 N BUFFUM ST,MILWAUKEE","{'lat': 43.062956, 'lng': -87.907121}",
784,182560868-Assignment Completed,182560868,2018-09-13 09:41:56,"3240 S 26TH ST,MKE",6,FOLLOW UP,Assignment Completed,"3240 S 26TH ST,MILWAUKEE","{'lat': 42.985705, 'lng': -87.946546}",
785,182560866-Advised,182560866,2018-09-13 09:41:41,"3421 W WELLS ST,MKE",3,SUBJ STOP,Advised,"3421 W WELLS ST,MILWAUKEE","{'lat': 43.040148, 'lng': -87.956604}",
786,182560865-Service in Progress,182560865,2018-09-13 09:41:36,"3000 W CANAL ST,MKE",3,POLICE ADMIN,Service in Progress,"3000 W CANAL ST,MILWAUKEE","{'lat': 43.031311, 'lng': -87.951659}",
787,182560863-Assignment Completed,182560863,2018-09-13 09:41:17,"3927 W VILLARD AV,MKE",7,BUSINESS CHECK,Assignment Completed,"3927 W VILLARD AV,MILWAUKEE","{'lat': 43.111676, 'lng': -87.962156}",
788,182560861-Advised,182560861,2018-09-13 09:41:06,"1400 S 11TH ST,MKE",2,SUBJ STOP,Advised,"1400 S 11TH ST,MILWAUKEE","{'lat': 43.01686, 'lng': -87.924978}",
789,182560860-Service in Progress,182560860,2018-09-13 09:40:57,"N SHERMAN BL / W MILL RD,MKE",4,PATROL,Service in Progress,"N SHERMAN BL & W MILL RD,MILWAUKEE","{'lat': 43.045962, 'lng': -87.963536}",
790,182560857-Service in Progress,182560857,2018-09-13 09:40:32,"2413 N 44TH ST,MKE",3,FOLLOW UP,Service in Progress,"2413 N 44TH ST,MILWAUKEE","{'lat': 43.062785, 'lng': -87.969098}",
791,182560854-Unable to Locate Complainant,182560854,2018-09-13 09:40:01,"5300 W FOREST HOME AV,MKE",6,RECKLESS VEHICLE,Unable to Locate Complainant,"5300 W FOREST HOME AV,MILWAUKEE","{'lat': 42.981003, 'lng': -87.980858}",
792,182560773-To be Filed,182560773,2018-09-13 09:03:22,"8250 N 107TH ST,MKE",4,TRAFFIC STOP,To be Filed,"8250 N 107TH ST,MILWAUKEE","{'lat': 43.167771, 'lng': -88.044223}",
793,182560884-Assignment Completed,182560884,2018-09-13 09:49:44,"1425 N FARWELL AV,MKE",1,BUSINESS CHECK,Assignment Completed,"1425 N FARWELL AV,MILWAUKEE","{'lat': 43.048716, 'lng': -87.896586}",
794,182560883-Advised,182560883,2018-09-13 09:49:36,"1305 W GREENFIELD AV,MKE",2,SUBJ STOP,Advised,"1305 W GREENFIELD AV,MILWAUKEE","{'lat': 43.016835, 'lng': -87.928138}",
795,182560852-Service in Progress,182560852,2018-09-13 09:47:57,"3405 N 10TH ST,MKE",5,BATTERY DV,Service in Progress,"3405 N 10TH ST,MILWAUKEE","{'lat': 43.080342, 'lng': -87.923893}",
796,182560876-City Citation(s) Issued,182560876,2018-09-13 09:47:06,"1865 W HAMPTON AV,MKE",7,TRAFFIC STOP,City Citation(s) Issued,"1865 W HAMPTAV,MILWAUKEE","{'lat': 43.011264, 'lng': -87.958409}",
797,182560872-Assignment Completed,182560872,2018-09-13 09:44:15,"S 11TH ST / W GREENFIELD AV,MKE",2,PARK AND WALK,Assignment Completed,"S 11TH ST & W GREENFIELD AV,MILWAUKEE","{'lat': 43.01704, 'lng': -87.925353}",
798,182560810-Advised,182560810,2018-09-13 09:37:52,"813 S 18TH ST,MKE",2,WELFARE CITIZEN,Advised,"813 S 18TH ST,MILWAUKEE","{'lat': 43.022437, 'lng': -87.935753}",
799,182560792-Advised/Referral,182560792,2018-09-13 09:15:18,"1438 N 33RD ST,MKE",3,ENTRY,Advised/Referral,"1438 N 33RD ST,MILWAUKEE","{'lat': 43.049555, 'lng': -87.954862}",
800,182560778-Assignment Completed,182560778,2018-09-13 09:07:04,"5064 N 39TH ST,MKE",7,ENTRY,Assignment Completed,"5064 N 39TH ST,MILWAUKEE","{'lat': 43.109697, 'lng': -87.961035}",
801,182560896-Assignment Completed,182560896,2018-09-13 09:54:46,"7373 N 100TH ST,MKE",4,VACANT HOUSE CHK,Assignment Completed,"7373 N 100TH ST,MILWAUKEE","{'lat': 43.15185, 'lng': -88.037056}",
802,182560895-Assignment Completed,182560895,2018-09-13 09:54:33,"S 43RD ST / W OKLAHOMA AV,MKE",6,NON PURSUIT NO P,Assignment Completed,"S 43RD ST & W OKLAHOMA AV,MILWAUKEE",,"{'input': {'address_components': {'city': 'Milwaukee', 'state': 'OK', 'country': 'US'}, 'formatted_address': 'Milwaukee, OK'}, 'results': []}"
803,182560894-City Citation(s) Issued,182560894,2018-09-13 09:54:26,"742 W CAPITOL DR,MKE",5,TRAFFIC STOP,City Citation(s) Issued,"742 W CAPITOL DR,MILWAUKEE","{'lat': 43.089818, 'lng': -87.920407}",
804,182560893-Service in Progress,182560893,2018-09-13 09:54:11,"W SILVER SPRING DR / N HOPKINS ST,MKE",4,TRAFFIC STOP,Service in Progress,"W SILVER SPRING DR & N HOPKINS ST,MILWAUKEE","{'lat': 43.118545, 'lng': -87.965986}",
805,182560892-Assignment Completed,182560892,2018-09-13 09:53:38,"5501 N LOVERS LANE RD,MKE",4,BUSINESS CHECK,Assignment Completed,"5501 N LOVERS LANE RD,MILWAUKEE","{'lat': 43.117693, 'lng': -88.056279}",
806,182560891-Service in Progress,182560891,2018-09-13 09:53:24,"6680 N TEUTONIA AV,MKE",4,PROPERTY PICKUP,Service in Progress,"6680 N TEUTONIA AV,MILWAUKEE","{'lat': 43.139111, 'lng': -87.952424}",
807,182560859-Advised,182560859,2018-09-13 09:52:12,"3054 N 88TH ST,MKE",7,ABAND/STOLEN PRO,Advised,"3054 N 88TH ST,MILWAUKEE","{'lat': 43.07452, 'lng': -88.022097}",
808,182560867-Service in Progress,182560867,2018-09-13 09:51:39,"N 53RD ST / W CAPITOL DR,MKE",7,PROPERTY DAMAGE,Service in Progress,"N 53RD ST & W CAPITOL DR,MILWAUKEE","{'lat': 43.0899, 'lng': -87.979519}",
809,182560889-Assignment Completed,182560889,2018-09-13 09:51:18,"3626 W FOND DU LAC AV,MKE",7,RETURN STATION,Assignment Completed,"3626 W FOND DU LAC AV,MILWAUKEE","{'lat': 43.077239, 'lng': -87.959228}",
810,182560888-Service in Progress,182560888,2018-09-13 09:50:58,"914 W CLARKE ST,MKE",3,SEARCH WARRANT,Service in Progress,"914 W CLARKE ST,MILWAUKEE","{'lat': 43.066004, 'lng': -87.923112}",
811,182560869-Advised,182560869,2018-09-13 09:50:42,"1802 W BECHER ST,MKE",2,WELFARE CITIZEN,Advised,"1802 W BECHER ST,MILWAUKEE","{'lat': 43.00708, 'lng': -87.93598}",
